263{}{}{}Book of Wrath{}{}{}2.0{}{}{}15.0{}{}{}173.0{}{}{}1885.0
264{}{}{}Book of Sloth{}{}{}2.0{}{}{}15.0{}{}{}174.0{}{}{}1880.0
265{}{}{}Addled Pimple{}{}{}2.0{}{}{}15.0{}{}{}175.0{}{}{}7824.0
266{}{}{}Crazed Pimple{}{}{}2.0{}{}{}15.0{}{}{}176.0{}{}{}7827.0
267{}{}{}Tortured Pimple{}{}{}2.0{}{}{}15.0{}{}{}177.0{}{}{}7831.0
268{}{}{}Defiler Pimple{}{}{}2.0{}{}{}15.0{}{}{}178.0{}{}{}7828.0
269{}{}{}Blightbringer Pimple{}{}{}2.0{}{}{}15.0{}{}{}179.0{}{}{}7825.0
270{}{}{}Plaguespreader Pimple{}{}{}2.0{}{}{}15.0{}{}{}180.0{}{}{}7830.0
271{}{}{}Soldier Fin{}{}{}2.0{}{}{}15.0{}{}{}181.0{}{}{}3221.0
272{}{}{}Cabalist Fin{}{}{}2.0{}{}{}15.0{}{}{}182.0{}{}{}3215.0
273{}{}{}Sealord Fin{}{}{}2.0{}{}{}15.0{}{}{}183.0{}{}{}3220.0
274{}{}{}Horror Fin{}{}{}2.0{}{}{}15.0{}{}{}184.0{}{}{}3218.0
275{}{}{}Captain Fin{}{}{}2.0{}{}{}15.0{}{}{}185.0{}{}{}3216.0
276{}{}{}King Fin{}{}{}2.0{}{}{}15.0{}{}{}186.0{}{}{}3219.0
277{}{}{}Dread Rattle{}{}{}2.0{}{}{}15.0{}{}{}187.0{}{}{}8455.0
278{}{}{}Reclusive Rattle{}{}{}2.0{}{}{}15.0{}{}{}188.0{}{}{}8459.0
279{}{}{}Roofstalker Rattle{}{}{}2.0{}{}{}15.0{}{}{}189.0{}{}{}8460.0
280{}{}{}Terror Rattle{}{}{}2.0{}{}{}15.0{}{}{}190.0{}{}{}8461.0
281{}{}{}Gravebane Rattle{}{}{}2.0{}{}{}15.0{}{}{}191.0{}{}{}8457.0
282{}{}{}Trepidation Rattle{}{}{}2.0{}{}{}15.0{}{}{}192.0{}{}{}8462.0
283{}{}{}Dungeon Incense{}{}{}2.0{}{}{}15.0{}{}{}199.0{}{}{}4303.0
284{}{}{}Evernight Incense{}{}{}2.0{}{}{}15.0{}{}{}200.0{}{}{}4304.0
285{}{}{}Drifting Incense{}{}{}2.0{}{}{}15.0{}{}{}201.0{}{}{}4302.0
286{}{}{}Gateway Incense{}{}{}2.0{}{}{}15.0{}{}{}202.0{}{}{}4305.0
287{}{}{}Hoar Incense{}{}{}2.0{}{}{}15.0{}{}{}203.0{}{}{}4306.0
288{}{}{}Whispering Incense{}{}{}2.0{}{}{}15.0{}{}{}204.0{}{}{}4308.0
289{}{}{}Crypt Bat Wings{}{}{}2.0{}{}{}15.0{}{}{}205.0{}{}{}1317.0
290{}{}{}Pulse Bat Wings{}{}{}2.0{}{}{}15.0{}{}{}206.0{}{}{}1322.0
291{}{}{}Vampire Bat Wings{}{}{}2.0{}{}{}15.0{}{}{}207.0{}{}{}1324.0
292{}{}{}Mutated Vampire Bat Wings{}{}{}2.0{}{}{}15.0{}{}{}208.0{}{}{}1321.0
293{}{}{}Mutated Pulse Bat Wings{}{}{}2.0{}{}{}15.0{}{}{}209.0{}{}{}1320.0
294{}{}{}Mutated Crypt Bat Wings{}{}{}2.0{}{}{}15.0{}{}{}210.0{}{}{}1319.0
295{}{}{}Death Bat Wings{}{}{}2.0{}{}{}15.0{}{}{}211.0{}{}{}1318.0
296{}{}{}Stone Bracer{}{}{}2.0{}{}{}15.0{}{}{}212.0{}{}{}1986.0
297{}{}{}Cinder Bracer{}{}{}2.0{}{}{}15.0{}{}{}213.0{}{}{}1982.0
298{}{}{}Twisted Bracer{}{}{}2.0{}{}{}15.0{}{}{}214.0{}{}{}1987.0
299{}{}{}Skull Bracer{}{}{}2.0{}{}{}15.0{}{}{}215.0{}{}{}1984.0
300{}{}{}Doom Bracer{}{}{}2.0{}{}{}15.0{}{}{}216.0{}{}{}1983.0
301{}{}{}Christmas Bracer{}{}{}2.0{}{}{}15.0{}{}{}217.0{}{}{}2342.0
302{}{}{}Berserker Tooth{}{}{}2.0{}{}{}15.0{}{}{}218.0{}{}{}11565.0
303{}{}{}Thrasher Tooth{}{}{}2.0{}{}{}15.0{}{}{}219.0{}{}{}11570.0
304{}{}{}Mauler Tooth{}{}{}2.0{}{}{}15.0{}{}{}220.0{}{}{}11569.0
305{}{}{}Ferocious Tooth{}{}{}2.0{}{}{}15.0{}{}{}221.0{}{}{}11568.0
306{}{}{}Destroyer Tooth{}{}{}2.0{}{}{}15.0{}{}{}222.0{}{}{}11567.0
307{}{}{}Annihilator Tooth{}{}{}2.0{}{}{}15.0{}{}{}223.0{}{}{}11564.0
308{}{}{}Goretongue Teeth{}{}{}2.0{}{}{}15.0{}{}{}224.0{}{}{}11343.0
309{}{}{}Dusktail Teeth{}{}{}2.0{}{}{}15.0{}{}{}225.0{}{}{}11342.0
310{}{}{}Nightwing Teeth{}{}{}2.0{}{}{}15.0{}{}{}226.0{}{}{}11344.0
311{}{}{}Bloodfang Teeth{}{}{}2.0{}{}{}15.0{}{}{}227.0{}{}{}11340.0
312{}{}{}Sunclaw Teeth{}{}{}2.0{}{}{}15.0{}{}{}228.0{}{}{}11347.0
313{}{}{}Darkeye Teeth{}{}{}2.0{}{}{}15.0{}{}{}229.0{}{}{}11341.0
314{}{}{}Chaos Helmet{}{}{}2.0{}{}{}15.0{}{}{}230.0{}{}{}4111.0
315{}{}{}Death Helmet{}{}{}2.0{}{}{}15.0{}{}{}231.0{}{}{}4112.0
316{}{}{}Pit Helmet{}{}{}2.0{}{}{}15.0{}{}{}232.0{}{}{}4115.0
317{}{}{}Infernal Helmet{}{}{}2.0{}{}{}15.0{}{}{}233.0{}{}{}4113.0
318{}{}{}Perdition Helmet{}{}{}2.0{}{}{}15.0{}{}{}234.0{}{}{}4114.0
319{}{}{}Abaddon Helmet{}{}{}2.0{}{}{}15.0{}{}{}235.0{}{}{}4110.0
320{}{}{}Observer Flag{}{}{}2.0{}{}{}15.0{}{}{}236.0{}{}{}3251.0
321{}{}{}Watchman Flag{}{}{}2.0{}{}{}15.0{}{}{}237.0{}{}{}3259.0
322{}{}{}Spectator Flag{}{}{}2.0{}{}{}15.0{}{}{}238.0{}{}{}3256.0
323{}{}{}Intruder Flag{}{}{}2.0{}{}{}15.0{}{}{}239.0{}{}{}3248.0
324{}{}{}Henchman Flag{}{}{}2.0{}{}{}15.0{}{}{}240.0{}{}{}3246.0
325{}{}{}Commander Flag{}{}{}2.0{}{}{}15.0{}{}{}241.0{}{}{}3244.0
326{}{}{}Menace Flag{}{}{}2.0{}{}{}15.0{}{}{}242.0{}{}{}3249.0
327{}{}{}Nemesis Flag{}{}{}2.0{}{}{}15.0{}{}{}243.0{}{}{}3250.0
328{}{}{}Insurgent Flag{}{}{}2.0{}{}{}15.0{}{}{}244.0{}{}{}3247.0
329{}{}{}Rebel Flag{}{}{}2.0{}{}{}15.0{}{}{}245.0{}{}{}3255.0
330{}{}{}Stronghold Brick{}{}{}2.0{}{}{}15.0{}{}{}246.0{}{}{}2027.0
331{}{}{}Necropolis Brick{}{}{}2.0{}{}{}15.0{}{}{}247.0{}{}{}2026.0
332{}{}{}Alcazar Brick{}{}{}2.0{}{}{}15.0{}{}{}248.0{}{}{}2021.0
333{}{}{}Crypt Brick{}{}{}2.0{}{}{}15.0{}{}{}249.0{}{}{}2024.0
334{}{}{}Bastion Brick{}{}{}2.0{}{}{}15.0{}{}{}250.0{}{}{}2022.0
335{}{}{}Hell Brick{}{}{}2.0{}{}{}15.0{}{}{}251.0{}{}{}2025.0
336{}{}{}Noxious Smoke{}{}{}2.0{}{}{}15.0{}{}{}252.0{}{}{}9162.0
337{}{}{}Lethal Smoke{}{}{}2.0{}{}{}15.0{}{}{}253.0{}{}{}9160.0
338{}{}{}Cancerous Smoke{}{}{}2.0{}{}{}15.0{}{}{}254.0{}{}{}9158.0
339{}{}{}Pestilent Smoke{}{}{}2.0{}{}{}15.0{}{}{}255.0{}{}{}9163.0
340{}{}{}Scourge Smoke{}{}{}2.0{}{}{}15.0{}{}{}256.0{}{}{}9164.0
341{}{}{}Lord Smoke{}{}{}2.0{}{}{}15.0{}{}{}257.0{}{}{}9161.0
342{}{}{}Warrior Plate{}{}{}2.0{}{}{}15.0{}{}{}258.0{}{}{}7880.0
343{}{}{}Earthshaker Plate{}{}{}2.0{}{}{}15.0{}{}{}259.0{}{}{}7875.0
344{}{}{}Skullcrusher Plate{}{}{}2.0{}{}{}15.0{}{}{}260.0{}{}{}7879.0
345{}{}{}Battlemaster Plate{}{}{}2.0{}{}{}15.0{}{}{}261.0{}{}{}7873.0
346{}{}{}Juggernaut Plate{}{}{}2.0{}{}{}15.0{}{}{}262.0{}{}{}7876.0
347{}{}{}Behemoth Plate{}{}{}2.0{}{}{}15.0{}{}{}263.0{}{}{}7874.0
348{}{}{}Sonicscreecher Head{}{}{}2.0{}{}{}15.0{}{}{}264.0{}{}{}4000.0
349{}{}{}Windrider Head{}{}{}2.0{}{}{}15.0{}{}{}265.0{}{}{}4002.0
350{}{}{}Skystalker Head{}{}{}2.0{}{}{}15.0{}{}{}266.0{}{}{}3998.0
351{}{}{}Airslayer Head{}{}{}2.0{}{}{}15.0{}{}{}267.0{}{}{}3992.0
352{}{}{}Daybreaker Head{}{}{}2.0{}{}{}15.0{}{}{}268.0{}{}{}3993.0
353{}{}{}Wicked Shiv{}{}{}2.0{}{}{}15.0{}{}{}269.0{}{}{}9067.0
354{}{}{}Twisted Shiv{}{}{}2.0{}{}{}15.0{}{}{}270.0{}{}{}9066.0
355{}{}{}Demented Shiv{}{}{}2.0{}{}{}15.0{}{}{}271.0{}{}{}9061.0
356{}{}{}Sadist Shiv{}{}{}2.0{}{}{}15.0{}{}{}272.0{}{}{}9064.0
357{}{}{}Heartseeker Shiv{}{}{}2.0{}{}{}15.0{}{}{}273.0{}{}{}9063.0
358{}{}{}Shadowstalker Shiv{}{}{}2.0{}{}{}15.0{}{}{}274.0{}{}{}9065.0
359{}{}{}Necrotic Finger{}{}{}2.0{}{}{}15.0{}{}{}275.0{}{}{}3226.0
360{}{}{}Vital Finger{}{}{}2.0{}{}{}15.0{}{}{}276.0{}{}{}3229.0
361{}{}{}Flamegrip Finger{}{}{}2.0{}{}{}15.0{}{}{}277.0{}{}{}3225.0
362{}{}{}Ethereal Finger{}{}{}2.0{}{}{}15.0{}{}{}278.0{}{}{}3224.0
363{}{}{}Venomous Finger{}{}{}2.0{}{}{}15.0{}{}{}279.0{}{}{}3228.0
364{}{}{}Doom Finger{}{}{}2.0{}{}{}15.0{}{}{}280.0{}{}{}3223.0
365{}{}{}Hag Crest{}{}{}2.0{}{}{}15.0{}{}{}281.0{}{}{}2605.0
366{}{}{}Screamer Crest{}{}{}2.0{}{}{}15.0{}{}{}282.0{}{}{}2610.0
367{}{}{}Pillager Crest{}{}{}2.0{}{}{}15.0{}{}{}283.0{}{}{}2608.0
368{}{}{}Eyegouger Crest{}{}{}2.0{}{}{}15.0{}{}{}284.0{}{}{}2604.0
369{}{}{}Torturer Crest{}{}{}2.0{}{}{}15.0{}{}{}285.0{}{}{}2611.0
370{}{}{}Queen Crest{}{}{}2.0{}{}{}15.0{}{}{}286.0{}{}{}2609.0
371{}{}{}Inox Sinew{}{}{}2.0{}{}{}15.0{}{}{}287.0{}{}{}9115.0
372{}{}{}Zarox Sinew{}{}{}2.0{}{}{}15.0{}{}{}288.0{}{}{}9116.0
373{}{}{}Agor Sinew{}{}{}2.0{}{}{}15.0{}{}{}289.0{}{}{}9112.0
374{}{}{}Gorum Sinew{}{}{}2.0{}{}{}15.0{}{}{}290.0{}{}{}9114.0
375{}{}{}Aaxer Sinew{}{}{}2.0{}{}{}15.0{}{}{}291.0{}{}{}9111.0
376{}{}{}Corox Sinew{}{}{}2.0{}{}{}15.0{}{}{}833.0{}{}{}9113.0
377{}{}{}Blooddrinker Tattoo{}{}{}2.0{}{}{}15.0{}{}{}293.0{}{}{}11296.0
378{}{}{}Gutslasher Tattoo{}{}{}2.0{}{}{}15.0{}{}{}294.0{}{}{}11299.0
379{}{}{}Strangler Tattoo{}{}{}2.0{}{}{}15.0{}{}{}295.0{}{}{}11301.0
380{}{}{}Heartripper Tattoo{}{}{}2.0{}{}{}15.0{}{}{}296.0{}{}{}11300.0
381{}{}{}Zantai Tattoo{}{}{}2.0{}{}{}15.0{}{}{}297.0{}{}{}11302.0
382{}{}{}Flailing Tail{}{}{}2.0{}{}{}15.0{}{}{}298.0{}{}{}11244.0
383{}{}{}Sawback Tail{}{}{}2.0{}{}{}15.0{}{}{}299.0{}{}{}11248.0
384{}{}{}Crimson Tail{}{}{}2.0{}{}{}15.0{}{}{}300.0{}{}{}11242.0
385{}{}{}Conqueror Tail{}{}{}2.0{}{}{}15.0{}{}{}301.0{}{}{}11241.0
386{}{}{}Decimator Tail{}{}{}2.0{}{}{}15.0{}{}{}302.0{}{}{}11243.0
387{}{}{}Martyaxwar Tail{}{}{}2.0{}{}{}15.0{}{}{}303.0{}{}{}11245.0
388{}{}{}Quivering Scorpion{}{}{}2.0{}{}{}15.0{}{}{}298.0
389{}{}{}Caustic Chain{}{}{}2.0{}{}{}15.0{}{}{}304.0{}{}{}2214.0
390{}{}{}Lightning Chain{}{}{}2.0{}{}{}15.0{}{}{}305.0{}{}{}2217.0
391{}{}{}Ashmouth Chain{}{}{}2.0{}{}{}15.0{}{}{}306.0{}{}{}2211.0
392{}{}{}Hellguard Chain{}{}{}2.0{}{}{}15.0{}{}{}307.0{}{}{}2216.0
393{}{}{}Gatewatcher Chain{}{}{}2.0{}{}{}15.0{}{}{}308.0{}{}{}2215.0
394{}{}{}Banelord Chain{}{}{}2.0{}{}{}15.0{}{}{}309.0{}{}{}2212.0
395{}{}{}Scout Dragon Scale{}{}{}2.0{}{}{}15.0{}{}{}310.0{}{}{}2887.0
396{}{}{}Soldier Dragon Scale{}{}{}2.0{}{}{}15.0{}{}{}311.0{}{}{}2889.0
397{}{}{}Sentinel Dragon Scale{}{}{}2.0{}{}{}15.0{}{}{}312.0{}{}{}2888.0
398{}{}{}Guardian Dragon Scale{}{}{}2.0{}{}{}15.0{}{}{}313.0{}{}{}2884.0
399{}{}{}Revenant Dragon Scale{}{}{}2.0{}{}{}15.0{}{}{}314.0{}{}{}2886.0
400{}{}{}Queen Dragon Scale{}{}{}2.0{}{}{}15.0{}{}{}315.0{}{}{}2885.0
401{}{}{}Spider Orb{}{}{}2.0{}{}{}15.0{}{}{}316.0{}{}{}6416.0
402{}{}{}Viper Orb{}{}{}2.0{}{}{}15.0{}{}{}317.0{}{}{}6419.0
403{}{}{}Raptor Orb{}{}{}2.0{}{}{}15.0{}{}{}318.0{}{}{}6411.0
404{}{}{}Disciple Orb{}{}{}2.0{}{}{}15.0{}{}{}319.0{}{}{}6403.0
405{}{}{}Zealot Orb{}{}{}2.0{}{}{}15.0{}{}{}320.0{}{}{}6421.0
406{}{}{}Mirage Orb{}{}{}2.0{}{}{}15.0{}{}{}321.0{}{}{}6407.0
407{}{}{}Delusion Orb{}{}{}2.0{}{}{}15.0{}{}{}322.0{}{}{}6402.0
408{}{}{}Spellbinder Orb{}{}{}2.0{}{}{}15.0{}{}{}323.0{}{}{}6415.0
409{}{}{}Iron Cog{}{}{}2.0{}{}{}15.0{}{}{}324.0{}{}{}2485.0
410{}{}{}Granite Cog{}{}{}2.0{}{}{}15.0{}{}{}325.0{}{}{}2483.0
411{}{}{}Magma Cog{}{}{}2.0{}{}{}15.0{}{}{}326.0{}{}{}2486.0
412{}{}{}Regal Cog{}{}{}2.0{}{}{}15.0{}{}{}327.0{}{}{}2490.0
413{}{}{}Moss Cog{}{}{}2.0{}{}{}15.0{}{}{}328.0{}{}{}2487.0
414{}{}{}Gold Cog{}{}{}2.0{}{}{}15.0{}{}{}329.0{}{}{}2482.0
415{}{}{}War Cog{}{}{}2.0{}{}{}15.0{}{}{}330.0{}{}{}2491.0
416{}{}{}Haunted Cog{}{}{}2.0{}{}{}15.0{}{}{}331.0{}{}{}2484.0
417{}{}{}Nightmare Cog{}{}{}2.0{}{}{}15.0{}{}{}332.0{}{}{}2489.0
418{}{}{}Giant Jack-o-lantern{}{}{}2.0{}{}{}15.0{}{}{}333.0{}{}{}3903.0
419{}{}{}Wildfire Ashes{}{}{}2.0{}{}{}15.0{}{}{}334.0{}{}{}925.0
420{}{}{}Volcanic Ashes{}{}{}2.0{}{}{}15.0{}{}{}335.0{}{}{}924.0
421{}{}{}Flametongue Ashes{}{}{}2.0{}{}{}15.0{}{}{}336.0{}{}{}921.0
422{}{}{}Ashbone Ashes{}{}{}2.0{}{}{}15.0{}{}{}337.0{}{}{}919.0
423{}{}{}Frostfire Ashes{}{}{}2.0{}{}{}15.0{}{}{}338.0{}{}{}922.0
424{}{}{}Obsidian Ashes{}{}{}2.0{}{}{}15.0{}{}{}339.0{}{}{}923.0
425{}{}{}Brim Axe{}{}{}2.0{}{}{}15.0{}{}{}340.0{}{}{}1016.0
426{}{}{}Crystal Axe{}{}{}2.0{}{}{}15.0{}{}{}341.0{}{}{}1017.0
427{}{}{}Dark Brim Axe{}{}{}2.0{}{}{}15.0{}{}{}342.0{}{}{}1018.0
428{}{}{}Black Crystal Axe{}{}{}2.0{}{}{}15.0{}{}{}343.0{}{}{}1019.0
429{}{}{}Depravity Axe{}{}{}2.0{}{}{}15.0{}{}{}344.0{}{}{}1021.0
430{}{}{}Disease Axe{}{}{}2.0{}{}{}15.0{}{}{}345.0{}{}{}1022.0
431{}{}{}Death Axe{}{}{}2.0{}{}{}15.0{}{}{}346.0{}{}{}1020.0
432{}{}{}Pestilence Axe{}{}{}2.0{}{}{}15.0{}{}{}347.0{}{}{}1024.0
433{}{}{}Ianne's Spare Hammer{}{}{}2.0{}{}{}15.0{}{}{}348.0{}{}{}1023.0
434{}{}{}Volatile Plume{}{}{}2.0{}{}{}15.0{}{}{}349.0{}{}{}7889.0
435{}{}{}Thunderstruck Plume{}{}{}2.0{}{}{}15.0{}{}{}350.0{}{}{}7887.0
436{}{}{}Frost Plume{}{}{}2.0{}{}{}15.0{}{}{}351.0{}{}{}7885.0
437{}{}{}Royal Plume{}{}{}2.0{}{}{}15.0{}{}{}352.0{}{}{}7886.0
438{}{}{}Corrupted Plume{}{}{}2.0{}{}{}15.0{}{}{}353.0{}{}{}7883.0
439{}{}{}Ancestral Plume{}{}{}2.0{}{}{}15.0{}{}{}354.0{}{}{}7882.0
440{}{}{}Illusionist Lamp{}{}{}2.0{}{}{}15.0{}{}{}355.0{}{}{}4495.0
441{}{}{}Evoker Lamp{}{}{}2.0{}{}{}15.0{}{}{}356.0{}{}{}4493.0
442{}{}{}Pyromancer Lamp{}{}{}2.0{}{}{}15.0{}{}{}357.0{}{}{}4497.0
443{}{}{}Dreamweaver Lamp{}{}{}2.0{}{}{}15.0{}{}{}358.0{}{}{}4491.0
444{}{}{}Arcanomancer Lamp{}{}{}2.0{}{}{}15.0{}{}{}359.0{}{}{}4487.0
445{}{}{}Unchained Lamp{}{}{}2.0{}{}{}15.0{}{}{}360.0{}{}{}4499.0
446{}{}{}Acolyte Claw{}{}{}2.0{}{}{}15.0{}{}{}361.0{}{}{}2409.0
447{}{}{}Defiler Claw{}{}{}2.0{}{}{}15.0{}{}{}362.0{}{}{}2412.0
448{}{}{}Ritualist Claw{}{}{}2.0{}{}{}15.0{}{}{}363.0{}{}{}2415.0
449{}{}{}Batmaster Claw{}{}{}2.0{}{}{}15.0{}{}{}364.0{}{}{}2410.0
450{}{}{}Bloodmage Claw{}{}{}2.0{}{}{}15.0{}{}{}365.0{}{}{}2411.0
451{}{}{}Lord Claw{}{}{}2.0{}{}{}15.0{}{}{}366.0{}{}{}2414.0
452{}{}{}Spellblade Prism{}{}{}2.0{}{}{}15.0{}{}{}367.0{}{}{}8248.0
453{}{}{}Knight Prism{}{}{}2.0{}{}{}15.0{}{}{}368.0{}{}{}8244.0
454{}{}{}Marauder Prism{}{}{}2.0{}{}{}15.0{}{}{}369.0{}{}{}8245.0
455{}{}{}Paladin Prism{}{}{}2.0{}{}{}15.0{}{}{}370.0{}{}{}8246.0
456{}{}{}Executioner Prism{}{}{}2.0{}{}{}15.0{}{}{}371.0{}{}{}8243.0
457{}{}{}Pristine Marble{}{}{}2.0{}{}{}15.0{}{}{}367.0
458{}{}{}Champion Prism{}{}{}2.0{}{}{}15.0{}{}{}372.0{}{}{}8242.0
459{}{}{}Glutinous Ooze{}{}{}2.0{}{}{}15.0{}{}{}373.0{}{}{}6353.0
460{}{}{}Mercurial Ooze{}{}{}2.0{}{}{}15.0{}{}{}374.0{}{}{}6355.0
461{}{}{}Bile Ooze{}{}{}2.0{}{}{}15.0{}{}{}375.0{}{}{}6347.0
462{}{}{}Paranormal Ooze{}{}{}2.0{}{}{}15.0{}{}{}376.0{}{}{}6356.0
463{}{}{}Ectoplasmic Ooze{}{}{}2.0{}{}{}15.0{}{}{}377.0{}{}{}6350.0
464{}{}{}Blood Ooze{}{}{}2.0{}{}{}15.0{}{}{}378.0{}{}{}6348.0
465{}{}{}Deranged Snake{}{}{}2.0{}{}{}15.0{}{}{}379.0{}{}{}9167.0
466{}{}{}Unhinged Snake{}{}{}2.0{}{}{}15.0{}{}{}380.0{}{}{}9172.0
467{}{}{}Sorceress Snake{}{}{}2.0{}{}{}15.0{}{}{}381.0{}{}{}9170.0
468{}{}{}Gazer Snake{}{}{}2.0{}{}{}15.0{}{}{}382.0{}{}{}9168.0
469{}{}{}Witch Snake{}{}{}2.0{}{}{}15.0{}{}{}383.0{}{}{}9173.0
470{}{}{}Medusa Snake{}{}{}2.0{}{}{}15.0{}{}{}384.0{}{}{}9169.0
471{}{}{}Frostbite Snowball{}{}{}2.0{}{}{}15.0{}{}{}385.0{}{}{}9181.0
472{}{}{}Icemane Snowball{}{}{}2.0{}{}{}15.0{}{}{}386.0{}{}{}9182.0
473{}{}{}Chillbreeze Snowball{}{}{}2.0{}{}{}15.0{}{}{}387.0{}{}{}9179.0
474{}{}{}Coldslam Snowball{}{}{}2.0{}{}{}15.0{}{}{}388.0{}{}{}9180.0
475{}{}{}Snowsting Snowball{}{}{}2.0{}{}{}15.0{}{}{}389.0{}{}{}9184.0
476{}{}{}Rimefist Snowball{}{}{}2.0{}{}{}15.0{}{}{}390.0{}{}{}9183.0
477{}{}{}Witch Stake{}{}{}2.0{}{}{}15.0{}{}{}391.0{}{}{}10983.0
478{}{}{}Lurid Stake{}{}{}2.0{}{}{}15.0{}{}{}392.0{}{}{}10979.0
479{}{}{}Favored Stake{}{}{}2.0{}{}{}15.0{}{}{}393.0{}{}{}10977.0
480{}{}{}Sanguine Stake{}{}{}2.0{}{}{}15.0{}{}{}394.0{}{}{}10982.0
481{}{}{}Macabre Stake{}{}{}2.0{}{}{}15.0{}{}{}395.0{}{}{}10980.0
482{}{}{}Sadomasochist Stake{}{}{}2.0{}{}{}15.0{}{}{}396.0{}{}{}10981.0
483{}{}{}Coast Tears{}{}{}2.0{}{}{}15.0{}{}{}397.0{}{}{}11332.0
484{}{}{}Glade Tears{}{}{}2.0{}{}{}15.0{}{}{}398.0{}{}{}11333.0
485{}{}{}Sky Tears{}{}{}2.0{}{}{}15.0{}{}{}399.0{}{}{}11338.0
486{}{}{}Roost Tears{}{}{}2.0{}{}{}15.0{}{}{}400.0{}{}{}11336.0
487{}{}{}Hell Tears{}{}{}2.0{}{}{}15.0{}{}{}401.0{}{}{}11334.0
488{}{}{}Rift Tears{}{}{}2.0{}{}{}15.0{}{}{}402.0{}{}{}11335.0
489{}{}{}Runic Parchment{}{}{}2.0{}{}{}15.0{}{}{}403.0{}{}{}7625.0
490{}{}{}Pyro Parchment{}{}{}2.0{}{}{}15.0{}{}{}404.0{}{}{}7624.0
491{}{}{}Necro Parchment{}{}{}2.0{}{}{}15.0{}{}{}405.0{}{}{}7623.0
492{}{}{}Forbidden Parchment{}{}{}2.0{}{}{}15.0{}{}{}406.0{}{}{}7621.0
493{}{}{}Faded Parchment{}{}{}2.0{}{}{}15.0{}{}{}407.0{}{}{}7620.0
494{}{}{}Ancient Parchment{}{}{}2.0{}{}{}15.0{}{}{}408.0{}{}{}7618.0
495{}{}{}Mana Wind{}{}{}2.0{}{}{}15.0{}{}{}409.0{}{}{}12614.0
496{}{}{}Psychic Wind{}{}{}2.0{}{}{}15.0{}{}{}410.0{}{}{}12616.0
497{}{}{}Cerebral Wind{}{}{}2.0{}{}{}15.0{}{}{}411.0{}{}{}12611.0
498{}{}{}Sulfuric Wind{}{}{}2.0{}{}{}15.0{}{}{}412.0{}{}{}12617.0
499{}{}{}Consuming Wind{}{}{}2.0{}{}{}15.0{}{}{}413.0{}{}{}12612.0
500{}{}{}Untamed Wind{}{}{}2.0{}{}{}15.0{}{}{}414.0{}{}{}12618.0
501{}{}{}Elemental Pinion{}{}{}2.0{}{}{}15.0{}{}{}415.0{}{}{}7840.0
502{}{}{}Mystical Pinion{}{}{}2.0{}{}{}15.0{}{}{}416.0{}{}{}7843.0
503{}{}{}Palace Pinion{}{}{}2.0{}{}{}15.0{}{}{}417.0{}{}{}7844.0
504{}{}{}Flood Pinion{}{}{}2.0{}{}{}15.0{}{}{}418.0{}{}{}7841.0
505{}{}{}Arcane Pinion{}{}{}2.0{}{}{}15.0{}{}{}419.0{}{}{}7839.0
506{}{}{}Judge Pinion{}{}{}2.0{}{}{}15.0{}{}{}420.0{}{}{}7842.0
507{}{}{}Sand Boulder{}{}{}2.0{}{}{}15.0{}{}{}421.0{}{}{}1973.0
508{}{}{}Stone Boulder{}{}{}2.0{}{}{}15.0{}{}{}422.0{}{}{}1974.0
509{}{}{}Wall Boulder{}{}{}2.0{}{}{}15.0{}{}{}423.0{}{}{}1976.0
510{}{}{}Tower Boulder{}{}{}2.0{}{}{}15.0{}{}{}424.0{}{}{}1975.0
511{}{}{}Cosmic Boulder{}{}{}2.0{}{}{}15.0{}{}{}425.0{}{}{}1969.0
512{}{}{}Colossal Boulder{}{}{}2.0{}{}{}15.0{}{}{}426.0{}{}{}1968.0
513{}{}{}Mangler Boulder{}{}{}2.0{}{}{}15.0{}{}{}427.0{}{}{}1970.0
514{}{}{}Autumn Figment{}{}{}2.0{}{}{}15.0{}{}{}428.0{}{}{}3207.0
515{}{}{}Summer Figment{}{}{}2.0{}{}{}15.0{}{}{}429.0{}{}{}3212.0
516{}{}{}Springtime Figment{}{}{}2.0{}{}{}15.0{}{}{}430.0{}{}{}3211.0
517{}{}{}Winter Figment{}{}{}2.0{}{}{}15.0{}{}{}431.0{}{}{}3214.0
518{}{}{}Seasons Figment{}{}{}2.0{}{}{}15.0{}{}{}432.0{}{}{}3210.0
519{}{}{}Servant Glaive{}{}{}2.0{}{}{}15.0{}{}{}433.0{}{}{}3586.0
520{}{}{}Light Glaive{}{}{}2.0{}{}{}15.0{}{}{}434.0{}{}{}3583.0
521{}{}{}Moon Glaive{}{}{}2.0{}{}{}15.0{}{}{}435.0{}{}{}3584.0
522{}{}{}Faith Glaive{}{}{}2.0{}{}{}15.0{}{}{}436.0{}{}{}3581.0
523{}{}{}Heretic Glaive{}{}{}2.0{}{}{}15.0{}{}{}437.0{}{}{}3582.0
524{}{}{}Director Glaive{}{}{}2.0{}{}{}15.0{}{}{}438.0{}{}{}3580.0
525{}{}{}Red Cloud{}{}{}2.0{}{}{}15.0{}{}{}439.0{}{}{}2442.0
526{}{}{}Raving Cloud{}{}{}2.0{}{}{}15.0{}{}{}440.0{}{}{}2441.0
527{}{}{}Thunder Cloud{}{}{}2.0{}{}{}15.0{}{}{}441.0{}{}{}2444.0
